Hersteller,Typ,Code,Suchbegriffe,Fehler,Ursache,Info,Weitere,Kategorie,Link,TypBild,Details,Modal,ID,,,CsvVersion
Bea,LZR®- Flatscan SW,E6,blinkt 6x 6,Vereinzelte fehlerhafte Messwerte der Türposition.,"<ol><li>Aus dem Erfassungsfeld treten und warten, bis sich die Tür schließt</li><li>Schließt sich die Tür nicht, Stromversorgung des Sensors aus- und wieder einschalten, wenn die Tür ganz geschlossen ist.</li><li>Einlernen starten (bei geschlossener Tür).</li></ol>",,,🟠 Orange LED blinkt 6x alle 3 Sekunden.,"<a href=""https://eu.beasensors.com/files/downloads/products/lzr-flatscan-sw/user-guides/de/ug-lzr-flatscan-sw-de.pdf"" target=""_blank""style=""color: var(--fg);"">LZR-Flatscan SW – Bedienungsanleitung</a> ",images/typen/lzr-flatscan-sw-2.png,,DIP-Schalter:details/bea_lzr_flatscan-sw_dip.html | Einlernen:details/bea_lzr_flatscan-teach.html,10796,,,
Bea,CombiScan,E1,Die ORANGE LED blinkt 1 x.,<p>Der Sensor meldet einen internen Fehler</p>,<p>Sensor austauschen.</p>,Dieser Fehler wird bei SL auch auf dem Control Panel angezeigt,,🟠 Die ORANGE LED blinkt 1 x.,,images/typen/bea-ixio.png,,DIP-Schalter:details/bea_combiscan_dip.html,10797,,,
Bea,CombiScan,E2,Die ORANGE LED blinkt 2 x.,Die Stromversorgung ist zu niedrig oder zu hoch.,<ol><li>Stromversorgung überprüfen.</li><li>Verkabelung überprüfen.</li></ol>,Dieser Fehler wird bei SL auch auf dem Control Panel angezeigt,,🟠 Die ORANGE LED blinkt 2 x.,,images/typen/bea-ixio.png,,DIP-Schalter:details/bea_combiscan_dip.html,10798,,,
Bea,CombiScan,E4,Die ORANGE LED blinkt 4 x.,Der Sensor empfängt zu wenig AIR-Energie,"<ol><li>Den Winkel der AIR-Vorhänge verringern.</li><li>Den AIR-Immunitätsfilter erhöhen (Werte >2,8 m).</li><li>1 Vorhang deaktivieren.</li></ol>",Dieser Fehler wird bei SL auch auf dem Control Panel angezeigt,,🟠 Die ORANGE LED blinkt 4 x.,,images/typen/bea-ixio.png,,DIP-Schalter:details/bea_combiscan_dip.html,10799,,,
Bea,CombiScan,E5,Die ORANGE LED blinkt 5 x,<ol><li>Der Sensor empfängt zu viel AIR-Energie.</li><li>Der Sensor wird durch externe Elemente gestört.</li></ol>,"<div style=""display:grid;grid-template-columns:auto 1fr;gap:.5rem;"">
	<p>1.1</p>
	<p>Den Winkel der AIR-Vorhänge leicht erhöhen</p>
	<p>1.2</p>
	<p>Den AIR-Immunitätsfilter verringern (Werte 1-3 <2,8 m)</p>
	<p>2.</p>
	<p>Die Ursache der Störungen beseitigen (Lampen, Regen, Gehäuse der Türsteuerung korrekt erden).</p>
</div>",Dieser Fehler wird bei SL auch auf dem Control Panel angezeigt,,🟠 Die ORANGE LED blinkt 5 x.,,images/typen/bea-ixio.png,,DIP-Schalter:details/bea_combiscan_dip.html,10800,,,
Bea,CombiScan,E6,Die ORANGE LED blinkt 6 x,Der Radarausgang ist defekt,Sensor austauschen.,Dieser Fehler wird bei SL auch auf dem Control Panel angezeigt,,🟠 Die ORANGE LED blinkt 6 x.,,images/typen/bea-ixio.png,,DIP-Schalter:details/bea_combiscan_dip.html,10801,,,
Bea,CombiScan,E7,Die ORANGE LED blinkt 7 x,Der interne Test des Radars wird gestört.,"<ol><li>Den Radarwinkel ändern oder Antenne wechseln.</li><li>Ein schnelles Einlernen starten.</li><li>Blinkt die orange LED weiterhin, Sensor austauschen.</li></ol>",Dieser Fehler wird bei SL auch auf dem Control Panel angezeigt,,🟠 Die ORANGE LED blinkt 7 x.,,images/typen/bea-ixio.png,,DIP-Schalter:details/bea_combiscan_dip.html,10802,,,
Bea,CombiScan,E8,Die ORANGE LED blinkt 8 x,Der AIR-Energiesender ist defekt.,Sensor austauschen.,Dieser Fehler wird bei SL auch auf dem Control Panel angezeigt,,🟠 Die ORANGE LED blinkt 8 x.,,images/typen/bea-ixio.png,,DIP-Schalter:details/bea_combiscan_dip.html,10803,,,
Bea,CombiScan,E9,Die ORANGE LED blinkt 9 x,Die interne Referenz des Radars ist falsch.,Sensor austauschen.,Dieser Fehler wird bei SL auch auf dem Control Panel angezeigt,,🟠 Die ORANGE LED blinkt 9 x.,,images/typen/bea-ixio.png,,DIP-Schalter:details/bea_combiscan_dip.html,10804,,,
Bea,CombiScan,ohne,Die ORANGE LED ist an.,Der Sensor hat ein Speicherproblem.,"<ol><li>Stromversorgung aus- und einschalten.</li><li>Leuchtet die orange LED wieder auf, Sensor austauschen.</li></ol>",,,🟠 Die ORANGE LED ist an.,,images/typen/bea-ixio.png,,DIP-Schalter:details/bea_combiscan_dip.html,10805,,,
Bea,CombiScan,ohne,Die ROTE LED blinkt schnell nach Einlernen mit Türbewegung.,Der Sensor sieht die Tür während des Einlernens mit Türbewegung.,"<ol><li>Die AIR-Vorhänge von der Tür entfernen</li><li>Den Sensor so nah wie möglich an die Tür installieren. Falls notwendig, das Montagezubehör benutzen.</li><li>Ein Einlernen mit Türbewegung starten.</li></ol>",,,🔴 Die ROTE LED blinkt schnell nach Einlernen mit Türbewegung.,,images/typen/bea-ixio.png,,DIP-Schalter:details/bea_combiscan_dip.html,10806,,,
Bea,CombiScan,ohne,Die ROTE LED leuchtet sporadisch auf.,<ol><li>Der Sensor vibriert.</li><li>Der Sensor sieht die Tür.</li><li>Der Sensor wird durch Elemente in der Umgebung gestört.</li></ol>,"<div style=""display:grid;grid-template-columns:auto 1fr;gap:.5rem;"">
	<p>1.1</p>
	<p>Uberprufen ob der Sensor korrekt befestigt ist</p>
	<p>1.2</p>
	<p>Position von Kabel und Haube überprüfen.</p>
	<p>2.</p>
	<p>Ein Einlernen mit Türbewegung starten und AIR-Winkel ändern..</p>
	<p>3.1</p>
	<p>Den AIR-Immunitätsfilter auf 3 (< 2,8 m) erhöhen.</p>
	<p>3.2</p>
	<p>Voreinstellung 2 oder 3 wählen.</p>
</div>",,,🔴 Die ROTE LED leuchtet sporadisch auf.,,images/typen/bea-ixio.png,,DIP-Schalter:details/bea_combiscan_dip.html,10807,,,
Bea,CombiScan,ohne,Die GRÜNE LED leuchtet sporadisch auf.,<ol><li>Der Sensor wird durch Regen oder herunterfallende Blätter gestört.</li><li>Geisteröffnung durch Türbewegung. </li><li>Der Sensor vibriert. </li><li>Der Sensor sieht die Tür oder andere sich bewegende Objekte.</li></ol>,"<div style=""display:grid;grid-template-columns:auto 1fr;gap:.5rem;""><p>1.1</p><p>Voreinstellung 2 oder 3 wählen</p><p>1.2</p><p>Den Radar-Immunitätsfilter erhöhen.</p><p>2.</p><p>Den Radarwinkel ändern.</p><p>3.1</p><p>Überprüfen ob Sensor und Türprofil korrekt befestigt sind.</p><p>3.2</p><p>Position von Kabel und Haube überprüfen</p><p>4.1</p><p>Objekte wenn möglich entfernen.</p><p>4.2</p><p>Radarfeldgröße oder -winkel ändern</p></div>",,,🟢 Die GRÜNE LED leuchtet sporadisch auf.,,images/typen/bea-ixio.png,,DIP-Schalter:details/bea_combiscan_dip.html,10808,,,
Bea,CombiScan,ohne,Die LED ist aus.,Die LED ist aus.,"<p>Stromversorgung überprüfen.</p>
<p>Verkabelung überprüfen.</p>",,,,,images/typen/bea-ixio.png,,DIP-Schalter:details/bea_combiscan_dip.html,10809,,,
Bea,CombiScan,ohne,Die Reaktion der Tür und der LED stimmen nicht überein.,Die Reaktion der Tür und der LED stimmen nicht überein.,CAN Kommunikation überprüfen.,,,,,images/typen/bea-ixio.png,,DIP-Schalter:details/bea_combiscan_dip.html,10810,,,
Bea,CombiScan,ohne,Die Fernbedienung reagiert nicht.,Der Sensor wird durch ein Passwort geschützt.,Den Zugangscode eingeben. Zugangscode vergessen? Stromversorgung aus- und einschalten um den Sensor zu entriegeln während der 1. Minute nach Einschalten der Stromversorgung,,,Die Fernbedienung reagiert nicht.,,images/typen/bea-ixio.png,,DIP-Schalter:details/bea_combiscan_dip.html,10811,,,
Geze,DCU1+ DCU1-2M DPS,1,,Steuerung defekt.,Servicetechniker verständigen,,,24V,"<a href=""https://www.geze.de/de/download/file/GEZE_Anschlussplan_DE_mw808536.pdf"" target=""_blank""style=""color: var(--fg);"">Geze DCU1–NT DCU1-2M-NT  Anschlussplan</a> ",images/typen/geze_dps.png,,,10812,,,
Geze,DCU1+ DCU1-2M DPS,2,,Steuerung defekt.,Servicetechniker verständigen,,,12V,"<a href=""https:/www.geze.de/de/download/file/GEZE_Anschlussplan_DE_mw808536.pdf"" target=""_blank""style=""color: var(--fg);"">Geze DCU1–NT DCU1-2M-NT  Anschlussplan</a> ",images/typen/geze_dps.png,,,10813,,,
Geze,DCU1+ DCU1-2M DPS,3,,Netzausfall,Servicetechniker verständigen,,,230V,"<a href=""https:/www.geze.de/de/download/file/GEZE_Anschlussplan_DE_mw808536.pdf"" target=""_blank""style=""color: var(--fg);"">Geze DCU1–NT DCU1-2M-NT  Anschlussplan</a> ",images/typen/geze_dps.png,,,10814,,,
Geze,DCU1+ DCU1-2M DPS,7,,Rauchmelder aktiv oder Netzausfall.,Servicetechniker verständigen,bei DCU1-T30,,Brandalarm,"<a href=""https:/www.geze.de/de/download/file/GEZE_Anschlussplan_DE_mw808536.pdf"" target=""_blank""style=""color: var(--fg);"">Geze DCU1–NT DCU1-2M-NT  Anschlussplan</a> ",images/typen/geze_dps.png,,,10815,,,
Geze,DCU1+ DCU1-2M DPS,8,,Rauchmelder aktiv.,Servicetechniker verständigen,Bei DCU1-RD,,Rauchalarm,"<a href=""https:/www.geze.de/de/download/file/GEZE_Anschlussplan_DE_mw808536.pdf"" target=""_blank""style=""color: var(--fg);"">Geze DCU1–NT DCU1-2M-NT  Anschlussplan</a> ",images/typen/geze_dps.png,,,10816,,,
Geze,DCU1+ DCU1-2M DPS,10,,Drehgebersignal fehlerhaft.,Servicetechniker verständigen,,,Drehgeber,"<a href=""https:/www.geze.de/de/download/file/GEZE_Anschlussplan_DE_mw808536.pdf"" target=""_blank""style=""color: var(--fg);"">Geze DCU1–NT DCU1-2M-NT  Anschlussplan</a> ",images/typen/geze_dps.png,,,10817,,,
Geze,DCU1+ DCU1-2M DPS,11,,Strom durch Motor 1 zu groß.,Servicetechniker verständigen,,,Kurzschluss,"<a href=""https:/www.geze.de/de/download/file/GEZE_Anschlussplan_DE_mw808536.pdf"" target=""_blank""style=""color: var(--fg);"">Geze DCU1–NT DCU1-2M-NT  Anschlussplan</a> ",images/typen/geze_dps.png,,,10818,,,
Geze,DCU1+ DCU1-2M DPS,12,,Motor 1 defekt.,Servicetechniker verständigen,,,Motor,"<a href=""https:/www.geze.de/de/download/file/GEZE_Anschlussplan_DE_mw808536.pdf"" target=""_blank""style=""color: var(--fg);"">Geze DCU1–NT DCU1-2M-NT  Anschlussplan</a> ",images/typen/geze_dps.png,,,10819,,,
Geze,DCU1+ DCU1-2M DPS,13,,Testung: SIS1 schaltet nicht oder Sicherheitssensor Schließen 1 fehlerhaft oder Ansteuerung länger als 4 min.,Servicetechniker verständigen,,,SIS1,"<a href=""https:/www.geze.de/de/download/file/GEZE_Anschlussplan_DE_mw808536.pdf"" target=""_blank""style=""color: var(--fg);"">Geze DCU1–NT DCU1-2M-NT  Anschlussplan</a> ",images/typen/geze_dps.png,,,10820,,,
Geze,DCU1+ DCU1-2M DPS,14,,Leitungsbruch – mechanischer Programmschalter.,Servicetechniker verständigen,,,MPS,"<a href=""https:/www.geze.de/de/download/file/GEZE_Anschlussplan_DE_mw808536.pdf"" target=""_blank""style=""color: var(--fg);"">Geze DCU1–NT DCU1-2M-NT  Anschlussplan</a> ",images/typen/geze_dps.png,,,10821,,,
Geze,DCU1+ DCU1-2M DPS,15,,Keine Kommunikation Steuerung – Displayprogrammschalter.,Servicetechniker verständigen,,,Displayprogrammschalter,"<a href=""https:/www.geze.de/de/download/file/GEZE_Anschlussplan_DE_mw808536.pdf"" target=""_blank""style=""color: var(--fg);"">Geze DCU1–NT DCU1-2M-NT  Anschlussplan</a> ",images/typen/geze_dps.png,,,10822,,,
Geze,DCU1+ DCU1-2M DPS,16,,Verriegelung verriegelt nicht.,Servicetechniker verständigen,,,Verriegeln,"<a href=""https:/www.geze.de/de/download/file/GEZE_Anschlussplan_DE_mw808536.pdf"" target=""_blank""style=""color: var(--fg);"">Geze DCU1–NT DCU1-2M-NT  Anschlussplan</a> ",images/typen/geze_dps.png,,,10823,,,
Geze,DCU1+ DCU1-2M DPS,17,,Verriegelung entriegelt nicht.,Servicetechniker verständigen,,,Entriegeln,"<a href=""https:/www.geze.de/de/download/file/GEZE_Anschlussplan_DE_mw808536.pdf"" target=""_blank""style=""color: var(--fg);"">Geze DCU1–NT DCU1-2M-NT  Anschlussplan</a> ",images/typen/geze_dps.png,,,10824,,,
Geze,DCU1+ DCU1-2M DPS,18,,Meldungen verriegelt und entriegelt stehen gleichzeitig an.,Servicetechniker verständigen,,,Riegelmeldung,"<a href=""https:/www.geze.de/de/download/file/GEZE_Anschlussplan_DE_mw808536.pdf"" target=""_blank""style=""color: var(--fg);"">Geze DCU1–NT DCU1-2M-NT  Anschlussplan</a> ",images/typen/geze_dps.png,,,10825,,,
Geze,DCU1+ DCU1-2M DPS,19,,Testung: SIS2 schaltet nicht oder Sicherheitssensor Schließen 2 fehlerhaft oder Ansteuerung länger als 4 min.,Servicetechniker verständigen,,,SIS2,"<a href=""https:/www.geze.de/de/download/file/GEZE_Anschlussplan_DE_mw808536.pdf"" target=""_blank""style=""color: var(--fg);"">Geze DCU1–NT DCU1-2M-NT  Anschlussplan</a> ",images/typen/geze_dps.png,,,10826,,,
Geze,DCU1+ DCU1-2M DPS,25,,Behinderung beim Öffnen.,Servicetechniker verständigen,bei DCU1-2M-NT,,Öffnen,"<a href=""https:/www.geze.de/de/download/file/GEZE_Anschlussplan_DE_mw808536.pdf"" target=""_blank""style=""color: var(--fg);"">Geze DCU1–NT DCU1-2M-NT  Anschlussplan</a> ",images/typen/geze_dps.png,,,10827,,,
Geze,DCU1+ DCU1-2M DPS,26,,Gelernte Öffnungsweite wird nicht erreicht.,Servicetechniker verständigen,,,Initialisierung,"<a href=""https:/www.geze.de/de/download/file/GEZE_Anschlussplan_DE_mw808536.pdf"" target=""_blank""style=""color: var(--fg);"">Geze DCU1–NT DCU1-2M-NT  Anschlussplan</a> ",images/typen/geze_dps.png,,,10828,,,
Geze,DCU1+ DCU1-2M DPS,27,,"Sicherheitssensor Öffnen oder Break-Out-Sensor (bei DCU1-BO) ist aktiv.
",Servicetechniker verständigen,"bei DCU1-NT; bei diesen Fehlern öffnet die Tür nicht, wenn der Parameter „Bei Fehler Oeffnen“ eingeschaltet ist ",,"SIO1, SIO2 ","<a href=""https:/www.geze.de/de/download/file/GEZE_Anschlussplan_DE_mw808536.pdf"" target=""_blank""style=""color: var(--fg);"">Geze DCU1–NT DCU1-2M-NT  Anschlussplan</a> ",images/typen/geze_dps.png,,,10829,,,
Geze,DCU1+ DCU1-2M DPS,28,,Motorrelais im Steuerungsteil DCU100 defekt.,Servicetechniker verständigen,,,Motorrelais,"<a href=""https:/www.geze.de/de/download/file/GEZE_Anschlussplan_DE_mw808536.pdf"" target=""_blank""style=""color: var(--fg);"">Geze DCU1–NT DCU1-2M-NT  Anschlussplan</a> ",images/typen/geze_dps.png,,,10830,,,
Geze,DCU1+ DCU1-2M DPS,29,,SIO2 oder Break-Out-Sensor bei DCU1-BO schaltet nicht oder Ansteuerung länger als 4 min.,Servicetechniker verständigen,,,SIO2,"<a href=""https:/www.geze.de/de/download/file/GEZE_Anschlussplan_DE_mw808536.pdf"" target=""_blank""style=""color: var(--fg);"">Geze DCU1–NT DCU1-2M-NT  Anschlussplan</a> ",images/typen/geze_dps.png,,,10831,,,
Geze,DCU1+ DCU1-2M DPS,32,,"Sabotage aktiv.
",Servicetechniker verständigen,"bei DCU1-NT; bei diesen Fehlern öffnet die Tür nicht, wenn der Parameter „Bei Fehler Oeffnen“ eingeschaltet ist. ",,Sabotage,"<a href=""https:/www.geze.de/de/download/file/GEZE_Anschlussplan_DE_mw808536.pdf"" target=""_blank""style=""color: var(--fg);"">Geze DCU1–NT DCU1-2M-NT  Anschlussplan</a> ",images/typen/geze_dps.png,,,10832,,,
Geze,DCU1+ DCU1-2M DPS,33,,Zweiter Antrieb meldet sich nicht. bei DCU1-NT,Servicetechniker verständigen,"bei diesen Fehlern öffnet die Tür nicht, wenn der Parameter „Bei Fehler Oeffnen“ eingeschaltet ist ",,"Schleuse, Windfang ","<a href=""https:/www.geze.de/de/download/file/GEZE_Anschlussplan_DE_mw808536.pdf"" target=""_blank""style=""color: var(--fg);"">Geze DCU1–NT DCU1-2M-NT  Anschlussplan</a> ",images/typen/geze_dps.png,,,10833,,,
Geze,DCU1+ DCU1-2M DPS,34,,Keine Kommunikation Steuerung – Tastenprogrammschalter.,Servicetechniker verständigen,,,TPS,"<a href=""https:/www.geze.de/de/download/file/GEZE_Anschlussplan_DE_mw808536.pdf"" target=""_blank""style=""color: var(--fg);"">Geze DCU1–NT DCU1-2M-NT  Anschlussplan</a> ",images/typen/geze_dps.png,,,10834,,,
Geze,DCU1+ DCU1-2M DPS,35,,Ansteuerung länger als 4 min.,Servicetechniker verständigen,,,Apotheke,"<a href=""https:/www.geze.de/de/download/file/GEZE_Anschlussplan_DE_mw808536.pdf"" target=""_blank""style=""color: var(--fg);"">Geze DCU1–NT DCU1-2M-NT  Anschlussplan</a> ",images/typen/geze_dps.png,,,10835,,,
Geze,DCU1+ DCU1-2M DPS,36,,Redundanz: Interner Redundanzfehler der Steuerung.,Servicetechniker verständigen,bei DCU1-2M-NT,,Steuerung,"<a href=""https:/www.geze.de/de/download/file/GEZE_Anschlussplan_DE_mw808536.pdf"" target=""_blank""style=""color: var(--fg);"">Geze DCU1–NT DCU1-2M-NT  Anschlussplan</a> ",images/typen/geze_dps.png,,,10836,,,
Geze,DCU1+ DCU1-2M DPS,37,,Bewegungsmelder defekt oder Ansteuerung länger als 4 min.,Servicetechniker verständigen,,,KI1,"<a href=""https:/www.geze.de/de/download/file/GEZE_Anschlussplan_DE_mw808536.pdf"" target=""_blank""style=""color: var(--fg);"">Geze DCU1–NT DCU1-2M-NT  Anschlussplan</a> ",images/typen/geze_dps.png,,,10837,,,
Geze,DCU1+ DCU1-2M DPS,38,,Bewegungsmelder defekt oder Ansteuerung länger als 4 min.2),Servicetechniker verständigen,bei DCU1-2M-NT,,KI2,"<a href=""https:/www.geze.de/de/download/file/GEZE_Anschlussplan_DE_mw808536.pdf"" target=""_blank""style=""color: var(--fg);"">Geze DCU1–NT DCU1-2M-NT  Anschlussplan</a> ",images/typen/geze_dps.png,,,10838,,,
Geze,DCU1+ DCU1-2M DPS,39,,Ansteuerung länger als 4 min.,Servicetechniker verständigen,,,KA,"<a href=""https:/www.geze.de/de/download/file/GEZE_Anschlussplan_DE_mw808536.pdf"" target=""_blank""style=""color: var(--fg);"">Geze DCU1–NT DCU1-2M-NT  Anschlussplan</a> ",images/typen/geze_dps.png,,,10839,,,
Geze,DCU1+ DCU1-2M DPS,40,,Ansteuerung länger als 4 min.,Servicetechniker verständigen,,,KB,"<a href=""https:/www.geze.de/de/download/file/GEZE_Anschlussplan_DE_mw808536.pdf"" target=""_blank""style=""color: var(--fg);"">Geze DCU1–NT DCU1-2M-NT  Anschlussplan</a> ",images/typen/geze_dps.png,,,10840,,,
Geze,DCU1+ DCU1-2M DPS,41,,SIO1 oder Break-Out-Sensor (bei DCU1-BO) schaltet nicht oder Ansteuerung länger als 4 min,Servicetechniker verständigen,,,SIO1,"<a href=""https:/www.geze.de/de/download/file/GEZE_Anschlussplan_DE_mw808536.pdf"" target=""_blank""style=""color: var(--fg);"">Geze DCU1–NT DCU1-2M-NT  Anschlussplan</a> ",images/typen/geze_dps.png,,,10841,,,
Geze,DCU1+ DCU1-2M DPS,42,,Notverriegelung ist aktiviert.,Servicetechniker verständigen,bei DCU1-NT,,NOTVER,"<a href=""https:/www.geze.de/de/download/file/GEZE_Anschlussplan_DE_mw808536.pdf"" target=""_blank""style=""color: var(--fg);"">Geze DCU1–NT DCU1-2M-NT  Anschlussplan</a> ",images/typen/geze_dps.png,,,10842,,,
Geze,DCU1+ DCU1-2M DPS,44,,STOP ist aktiv.,Servicetechniker verständigen,bei DCU1-NT,,STOP,"<a href=""https:/www.geze.de/de/download/file/GEZE_Anschlussplan_DE_mw808536.pdf"" target=""_blank""style=""color: var(--fg);"">Geze DCU1–NT DCU1-2M-NT  Anschlussplan</a> ",images/typen/geze_dps.png,,,10843,,,
Geze,DCU1+ DCU1-2M DPS,45,,Temperatur > 110 °C (Motor oder Steuerungsteil DCU100).,Servicetechniker verständigen,,,Antrieb heiß DCU100,"<a href=""https:/www.geze.de/de/download/file/GEZE_Anschlussplan_DE_mw808536.pdf"" target=""_blank""style=""color: var(--fg);"">Geze DCU1–NT DCU1-2M-NT  Anschlussplan</a> ",images/typen/geze_dps.png,,,10844,,,
Geze,DCU1+ DCU1-2M DPS,46,,Motortemperaturfühler defekt.,Servicetechniker verständigen,,,T-Fühler Motor,"<a href=""https:/www.geze.de/de/download/file/GEZE_Anschlussplan_DE_mw808536.pdf"" target=""_blank""style=""color: var(--fg);"">Geze DCU1–NT DCU1-2M-NT  Anschlussplan</a> ",images/typen/geze_dps.png,,,10845,,,
Geze,DCU1+ DCU1-2M DPS,47,,Temperaturfühler im Steuerungsteil DCU100 defekt,Servicetechniker verständigen,,,T-Fühler DCU100,"<a href=""https:/www.geze.de/de/download/file/GEZE_Anschlussplan_DE_mw808536.pdf"" target=""_blank""style=""color: var(--fg);"">Geze DCU1–NT DCU1-2M-NT  Anschlussplan</a> ",images/typen/geze_dps.png,,,10846,,,
Geze,DCU1+ DCU1-2M DPS,48,,Temperatur > 115 °C (Motor oder Steuerungsteil DCU100),Servicetechniker verständigen,,,Antrieb überhitzt DCU100,"<a href=""https:/www.geze.de/de/download/file/GEZE_Anschlussplan_DE_mw808536.pdf"" target=""_blank""style=""color: var(--fg);"">Geze DCU1–NT DCU1-2M-NT  Anschlussplan</a> ",images/typen/geze_dps.png,,,10847,,,
Geze,DCU1+ DCU1-2M DPS,50,,Fehler bei Testung der Erweiterung DCU1-T30.,Servicetechniker verständigen,bei DCU1-T30,,DCU1-T30,"<a href=""https:/www.geze.de/de/download/file/GEZE_Anschlussplan_DE_mw808536.pdf"" target=""_blank""style=""color: var(--fg);"">Geze DCU1–NT DCU1-2M-NT  Anschlussplan</a> ",images/typen/geze_dps.png,,,10848,,,
Geze,DCU1+ DCU1-2M DPS,51,,"Fehler an Bremse (Ausgänge PA1 / PA2 öffnen nicht). Nottaste betätigt (Motorbremse über Nottaste freigeschaltet, Tür öffnet sofort). ",Servicetechniker verständigen,,,"DCU1-2M-LL, DCU1-2M-RWS ","<a href=""https:/www.geze.de/de/download/file/GEZE_Anschlussplan_DE_mw808536.pdf"" target=""_blank""style=""color: var(--fg);"">Geze DCU1–NT DCU1-2M-NT  Anschlussplan</a> ",images/typen/geze_dps.png,,,10849,,,
Geze,DCU1+ DCU1-2M DPS,53,,Bei Lock A wurde von Hand entriegelt.,Servicetechniker verständigen,,,Handentriegelung,"<a href=""https:/www.geze.de/de/download/file/GEZE_Anschlussplan_DE_mw808536.pdf"" target=""_blank""style=""color: var(--fg);"">Geze DCU1–NT DCU1-2M-NT  Anschlussplan</a> ",images/typen/geze_dps.png,,,10850,,,
Geze,DCU1+ DCU1-2M DPS,54,,Kommunikation mit DPS gestört.,Servicetechniker verständigen,,,Kommunikation DPS,"<a href=""https:/www.geze.de/de/download/file/GEZE_Anschlussplan_DE_mw808536.pdf"" target=""_blank""style=""color: var(--fg);"">Geze DCU1–NT DCU1-2M-NT  Anschlussplan</a> ",images/typen/geze_dps.png,,,10851,,,
Geze,DCU1+ DCU1-2M DPS,60,,Fehler im Steuerungsteil DCU100.,Servicetechniker verständigen,,,DCU100,"<a href=""https:/www.geze.de/de/download/file/GEZE_Anschlussplan_DE_mw808536.pdf"" target=""_blank""style=""color: var(--fg);"">Geze DCU1–NT DCU1-2M-NT  Anschlussplan</a> ",images/typen/geze_dps.png,,,10852,,,
Geze,DCU1+ DCU1-2M DPS,61,,Akkumulator leer.,Servicetechniker verständigen,,,Akkumulator,"<a href=""https:/www.geze.de/de/download/file/GEZE_Anschlussplan_DE_mw808536.pdf"" target=""_blank""style=""color: var(--fg);"">Geze DCU1–NT DCU1-2M-NT  Anschlussplan</a> ",images/typen/geze_dps.png,,,10853,,,
Geze,DCU1+ DCU1-2M DPS,63,,Software Controller 1 / Controller 2 nicht kompatibel.,Servicetechniker verständigen,bei DCU1-2M-NT,,Software,"<a href=""https:/www.geze.de/de/download/file/GEZE_Anschlussplan_DE_mw808536.pdf"" target=""_blank""style=""color: var(--fg);"">Geze DCU1–NT DCU1-2M-NT  Anschlussplan</a> ",images/typen/geze_dps.png,,,10854,,,
Geze,DCU1+ DCU1-2M DPS,64,,Tür in der geforderten Öffnungszeit nicht offen,Servicetechniker verständigen,bei DCU1-2M-NT,,Öffnen bei Testung,"<a href=""https:/www.geze.de/de/download/file/GEZE_Anschlussplan_DE_mw808536.pdf"" target=""_blank""style=""color: var(--fg);"">Geze DCU1–NT DCU1-2M-NT  Anschlussplan</a> ",images/typen/geze_dps.png,,,10855,,,
Geze,DCU1+ DCU1-2M DPS,65,,Fehler in der internen Rechnerüberwachung,Servicetechniker verständigen,bei DCU1-2M-NT,,Programmablauf,"<a href=""https:/www.geze.de/de/download/file/GEZE_Anschlussplan_DE_mw808536.pdf"" target=""_blank""style=""color: var(--fg);"">Geze DCU1–NT DCU1-2M-NT  Anschlussplan</a> ",images/typen/geze_dps.png,,,10856,,,
Geze,DCU1+ DCU1-2M DPS,70,,Fehler im Steuerungsteil DCU101.,Servicetechniker verständigen,bei DCU1-2M-NT,,DCU101,"<a href=""https:/www.geze.de/de/download/file/GEZE_Anschlussplan_DE_mw808536.pdf"" target=""_blank""style=""color: var(--fg);"">Geze DCU1–NT DCU1-2M-NT  Anschlussplan</a> ",images/typen/geze_dps.png,,,10857,,,
Geze,DCU1+ DCU1-2M DPS,71,,Strom durch Motor 2 zu groß.,Servicetechniker verständigen,bei DCU1-2M-NT,,Kurzschluss DCU101,"<a href=""https:/www.geze.de/de/download/file/GEZE_Anschlussplan_DE_mw808536.pdf"" target=""_blank""style=""color: var(--fg);"">Geze DCU1–NT DCU1-2M-NT  Anschlussplan</a> ",images/typen/geze_dps.png,,,10858,,,
Geze,DCU1+ DCU1-2M DPS,72,,Motor 2 defekt,Servicetechniker verständigen,bei DCU1-2M-NT,,Motor DCU101,"<a href=""https:/www.geze.de/de/download/file/GEZE_Anschlussplan_DE_mw808536.pdf"" target=""_blank""style=""color: var(--fg);"">Geze DCU1–NT DCU1-2M-NT  Anschlussplan</a> ",images/typen/geze_dps.png,,,10859,,,
Geze,DCU1+ DCU1-2M DPS,75,,Temperatur > 110 °C (Steuerungsteil DCU101),Servicetechniker verständigen,bei DCU1-2M-NT,,Steuerung heiß DCU101,"<a href=""https:/www.geze.de/de/download/file/GEZE_Anschlussplan_DE_mw808536.pdf"" target=""_blank""style=""color: var(--fg);"">Geze DCU1–NT DCU1-2M-NT  Anschlussplan</a> ",images/typen/geze_dps.png,,,10860,,,
Geze,DCU1+ DCU1-2M DPS,77,,Temperaturfühler im Steuerungsteil DCU101 defekt,Servicetechniker verständigen,bei DCU1-2M-NT,,T-Fühler DCU101,"<a href=""https:/www.geze.de/de/download/file/GEZE_Anschlussplan_DE_mw808536.pdf"" target=""_blank""style=""color: var(--fg);"">Geze DCU1–NT DCU1-2M-NT  Anschlussplan</a> ",images/typen/geze_dps.png,,,10861,,,
